Name,Z,POINT_X,POINT_Y,NEAR_DIST,Long,Lat,Distance
KapoyaArroket,1716,731198.94,9930828.18,4484.081862,35.07739119,-0.625404861,977.2616878
KapoyaArroket,1716,731196.44,9930828.93,4481.471785,35.07736874,-0.625398089,979.8717644
KapoyaArroket,1716,731193.94,9930829.68,4478.861708,35.07734628,-0.625391317,982.481841
KapoyaArroket,1716,731191.44,9930829.805,4476.358585,35.07732383,-0.625390196,984.9849641
KapoyaArroket,1715.6058,731188.94,9930829.93,4473.855462,35.07730137,-0.625389075,987.4880871
KapoyaArroket,1716,731186.44,9930829.555,4471.327494,35.07727892,-0.625392474,990.0160557
KapoyaArroket,1716,731183.94,9930829.18,4468.799525,35.07725647,-0.625395874,992.5440242
KapoyaArroket,1715,731180.6067,9930828.347,4465.363604,35.07722654,-0.62540342,995.9799456
KapoyaArroket,1716,731177.2733,9930827.513,4461.927682,35.0771966,-0.625410966,999.4158669
KapoyaArroket,1716,731173.94,9930826.68,4458.491761,35.07716667,-0.625418513,1002.851788
KapoyaArroket,1716,731171.44,9930826.555,4455.988638,35.07714421,-0.625419652,1005.354911
KapoyaArroket,1716,731168.94,9930826.43,4453.485515,35.07712176,-0.625420791,1007.858034
KapoyaArroket,1716,731166.44,9930826.555,4450.982392,35.07709931,-0.62541967,1010.361157
KapoyaArroket,1716,731163.94,9930826.68,4448.479269,35.07707685,-0.625418549,1012.86428
KapoyaArroket,1715.7075,731160.19,9930827.493,4444.642257,35.07704317,-0.625411216,1016.701292
KapoyaArroket,1716,731156.44,9930828.305,4440.805246,35.07700949,-0.625403883,1020.538303
KapoyaArroket,1716,731152.69,9930829.117,4436.968235,35.0769758,-0.625396551,1024.375315
KapoyaArroket,1715.27,731148.94,9930829.93,4433.131223,35.07694212,-0.625389218,1028.212326
KapoyaArroket,1716.27,731143.94,9930829.93,4428.131223,35.07689721,-0.625389236,1033.212326
KapoyaArroket,1716.77,731141.44,9930829.43,4425.581714,35.07687476,-0.625393766,1035.761836
KapoyaArroket,1717,731138.94,9930828.93,4423.032204,35.07685231,-0.625398295,1038.311345
KapoyaArroket,1717,731136.44,9930827.93,4420.339621,35.07682986,-0.625407345,1041.003928
KapoyaArroket,1717.1242,731133.94,9930826.93,4417.647039,35.07680741,-0.625416396,1043.69651
KapoyaArroket,1718,731131.44,9930825.805,4414.905575,35.07678496,-0.625426576,1046.437974
KapoyaArroket,1718,731128.94,9930824.68,4412.164111,35.07676251,-0.625436757,1049.179438
KapoyaArroket,1718.9958,731126.44,9930823.305,4409.310933,35.07674006,-0.625449197,1052.032616
KapoyaArroket,1719,731123.94,9930821.93,4406.457755,35.07671762,-0.625461638,1054.885794
KapoyaArroket,1719,731121.44,9930820.43,4403.542279,35.07669517,-0.625475209,1057.80127
KapoyaArroket,1719.1458,731118.94,9930818.93,4400.626803,35.07667272,-0.62548878,1060.716746
KapoyaArroket,1719.8908,731115.19,9930815.68,4395.664445,35.07663905,-0.625518178,1065.679105
KapoyaArroket,1719,731111.44,9930812.43,4390.702086,35.07660538,-0.625547575,1070.641463
KapoyaArroket,1718.3042,731107.69,9930809.18,4385.739728,35.07657171,-0.625576973,1075.603821
KapoyaArroket,1719,731103.94,9930805.93,4380.77737,35.07653805,-0.625606371,1080.56618
KapoyaArroket,1717.79,731100.19,9930802.68,4375.815011,35.07650438,-0.625635769,1085.528538
KapoyaArroket,1717.9908,731096.44,9930799.43,4370.852653,35.07647071,-0.625665166,1090.490896
KapoyaArroket,1717.98,731092.69,9930796.18,4365.890295,35.07643704,-0.625694564,1095.453255
KapoyaArroket,1718,731088.94,9930792.93,4360.927936,35.07640337,-0.625723962,1100.415613
KapoyaArroket,1718,731086.44,9930791.43,4358.012461,35.07638092,-0.625737533,1103.331089
KapoyaArroket,1718,731083.94,9930789.93,4355.096985,35.07635848,-0.625751104,1106.246565
KapoyaArroket,1718,731081.44,9930788.555,4352.243807,35.07633603,-0.625763544,1109.099743
KapoyaArroket,1718.0108,731078.94,9930787.18,4349.390628,35.07631358,-0.625775985,1111.952921
KapoyaArroket,1718,731076.44,9930785.93,4346.595544,35.07629113,-0.625787296,1114.748006
KapoyaArroket,1718.46,731073.94,9930784.68,4343.800459,35.07626868,-0.625798606,1117.543091
KapoyaArroket,1719.737325,731070.19,9930782.867,4339.635407,35.07623501,-0.625815007,1121.708143
KapoyaArroket,1720,731066.44,9930781.055,4335.470355,35.07620133,-0.625831408,1125.873194
KapoyaArroket,1720.71,731062.69,9930779.242,4331.305303,35.07616766,-0.625847809,1130.038246
KapoyaArroket,1721,731058.94,9930777.43,4327.140251,35.07613399,-0.62586421,1134.203298
KapoyaArroket,1720.396667,731055.6067,9930776.597,4323.70433,35.07610405,-0.625871756,1137.639219
KapoyaArroket,1720.071356,731052.2733,9930775.763,4320.268409,35.07607412,-0.625879302,1141.075141
KapoyaArroket,1720.73,731048.94,9930774.93,4316.832487,35.07604418,-0.625886849,1144.511062
KapoyaArroket,1720,731046.44,9930772.93,4313.630925,35.07602174,-0.62590494,1147.712624
KapoyaArroket,1719.3942,731043.94,9930770.93,4310.429363,35.07599929,-0.625923032,1150.914186
KapoyaArroket,1719,731041.44,9930770.43,4307.879853,35.07597684,-0.625927562,1153.463696
KapoyaArroket,1719,731038.94,9930769.93,4305.330344,35.07595439,-0.625932091,1156.013206
KapoyaArroket,1719,731035.6067,9930768.263,4301.603564,35.07592446,-0.625947172,1159.739986
KapoyaArroket,1719.526911,731032.2733,9930766.597,4297.876784,35.07589452,-0.625962253,1163.466766
KapoyaArroket,1719.1242,731028.94,9930764.93,4294.150004,35.07586459,-0.625977334,1167.193546
KapoyaArroket,1720,731026.44,9930763.43,4291.234528,35.07584214,-0.625990904,1170.109022
KapoyaArroket,1721,731023.94,9930761.93,4288.319052,35.0758197,-0.626004475,1173.024497
KapoyaArroket,1721,731021.44,9930760.555,4285.465874,35.07579725,-0.626016916,1175.877676
KapoyaArroket,1721,731018.94,9930759.18,4282.612696,35.0757748,-0.626029357,1178.730854
KapoyaArroket,1721,731016.44,9930757.555,4279.630981,35.07575235,-0.626044058,1181.712569
KapoyaArroket,1721,731013.94,9930755.93,4276.649266,35.0757299,-0.626058759,1184.694284
KapoyaArroket,1721.0008,731011.44,9930754.18,4273.597627,35.07570746,-0.62607459,1187.745923
KapoyaArroket,1721.8758,731008.94,9930752.43,4270.545988,35.07568501,-0.626090422,1190.797562
KapoyaArroket,1722,731005.6067,9930750.263,4266.570368,35.07565508,-0.626110023,1194.773182
KapoyaArroket,1722,731002.2733,9930748.097,4262.594747,35.07562515,-0.626129625,1198.748802
KapoyaArroket,1721.1242,730998.94,9930745.93,4258.619127,35.07559522,-0.626149226,1202.724422
KapoyaArroket,1722,730995.6067,9930743.68,4254.597484,35.07556529,-0.626169581,1206.746065
KapoyaArroket,1722,730992.2733,9930741.43,4250.575842,35.07553536,-0.626189936,1210.767708
KapoyaArroket,1722,730988.94,9930739.18,4246.554199,35.07550543,-0.626210291,1214.789351
KapoyaArroket,1722,730986.44,9930737.18,4243.352637,35.07548298,-0.626228383,1217.990913
KapoyaArroket,1722,730983.94,9930735.18,4240.151075,35.07546054,-0.626246474,1221.192475
KapoyaArroket,1722,730981.44,9930732.93,4236.787669,35.07543809,-0.626266826,1224.555881
KapoyaArroket,1721.7792,730978.94,9930730.68,4233.424263,35.07541565,-0.626287178,1227.919287
KapoyaArroket,1722.159133,730975.6067,9930727.43,4228.76877,35.07538572,-0.626316574,1232.574779
KapoyaArroket,1721.982533,730972.2733,9930724.18,4224.113277,35.07535579,-0.626345971,1237.230272
KapoyaArroket,1722,730968.94,9930720.93,4219.457785,35.07532587,-0.626375367,1241.885765
KapoyaArroket,1723,730966.44,9930718.555,4216.009506,35.07530342,-0.626396849,1245.334043
KapoyaArroket,1722.9892,730963.94,9930716.18,4212.561228,35.07528098,-0.626418331,1248.782322
KapoyaArroket,1723,730961.44,9930713.93,4209.197822,35.07525853,-0.626438683,1252.145728
KapoyaArroket,1723.2208,730958.94,9930711.68,4205.834416,35.07523609,-0.626459035,1255.509134
KapoyaArroket,1723,730956.44,9930709.68,4202.632854,35.07521364,-0.626477127,1258.710696
KapoyaArroket,1724,730953.94,9930707.68,4199.431291,35.07519119,-0.626495218,1261.912258
KapoyaArroket,1723.9892,730951.44,9930705.93,4196.379653,35.07516875,-0.626511049,1264.963897
KapoyaArroket,1724,730948.94,9930704.18,4193.328014,35.0751463,-0.626526881,1268.015536
KapoyaArroket,1724,730946.44,9930702.305,4190.203014,35.07512385,-0.626543842,1271.140536
KapoyaArroket,1724,730943.94,9930700.43,4187.078014,35.07510141,-0.626560804,1274.265536
KapoyaArroket,1724,730941.44,9930698.43,4183.876451,35.07507896,-0.626578895,1277.467098
KapoyaArroket,1724,730938.94,9930696.43,4180.674889,35.07505651,-0.626596987,1280.66866
KapoyaArroket,1724,730936.44,9930694.68,4177.62325,35.07503407,-0.626612818,1283.720299
KapoyaArroket,1724,730933.94,9930692.93,4174.571612,35.07501162,-0.626628649,1286.771938
KapoyaArroket,1724,730931.44,9930691.43,4171.656136,35.07498917,-0.62664222,1289.687414
KapoyaArroket,1724.46,730928.94,9930689.93,4168.74066,35.07496672,-0.626655791,1292.60289
KapoyaArroket,1725.19,730926.44,9930688.43,4165.825184,35.07494428,-0.626669362,1295.518366
KapoyaArroket,1725.19,730923.94,9930686.93,4162.909708,35.07492183,-0.626682933,1298.433842
KapoyaArroket,1725.2208,730921.44,9930685.43,4159.994232,35.07489938,-0.626696504,1301.349317
KapoyaArroket,1725.3358,730918.94,9930683.93,4157.078756,35.07487693,-0.626710075,1304.264793
KapoyaArroket,1725,730916.44,9930682.055,4153.953756,35.07485448,-0.626727037,1307.389793
KapoyaArroket,1726,730913.94,9930680.18,4150.828756,35.07483204,-0.626743998,1310.514793
KapoyaArroket,1724.9892,730911.44,9930677.93,4147.46535,35.07480959,-0.62676435,1313.878199
KapoyaArroket,1726,730908.94,9930675.68,4144.101944,35.07478715,-0.626784702,1317.241605
KapoyaArroket,1726.96,730906.44,9930673.43,4140.738538,35.0747647,-0.626805054,1320.605011
KapoyaArroket,1726.46,730903.94,9930671.18,4137.375132,35.07474226,-0.626825406,1323.968417
KapoyaArroket,1726.9892,730901.44,9930668.93,4134.011726,35.07471981,-0.626845758,1327.331823
KapoyaArroket,1727.2208,730898.94,9930666.68,4130.64832,35.07469737,-0.62686611,1330.69523
KapoyaArroket,1728,730896.44,9930664.805,4127.52332,35.07467492,-0.626883071,1333.82023
KapoyaArroket,1728.3358,730893.94,9930662.93,4124.39832,35.07465247,-0.626900033,1336.94523
KapoyaArroket,1728.9742,730891.44,9930661.555,4121.545142,35.07463002,-0.626912473,1339.798408
KapoyaArroket,1729,730888.94,9930660.18,4118.691964,35.07460758,-0.626924914,1342.651586
KapoyaArroket,1729,730886.44,9930658.93,4115.896879,35.07458513,-0.626936225,1345.446671
KapoyaArroket,1730,730883.94,9930657.68,4113.101794,35.07456268,-0.626947535,1348.241756
KapoyaArroket,1729,730880.19,9930656.43,4109.148947,35.074529,-0.626958851,1352.194603
KapoyaArroket,1728.98,730876.44,9930655.18,4105.1961,35.07449533,-0.626970166,1356.14745
KapoyaArroket,1728.73,730872.69,9930653.93,4101.243253,35.07446165,-0.626981481,1360.100297
KapoyaArroket,1728.48,730868.94,9930652.68,4097.290405,35.07442798,-0.626992796,1364.053144
KapoyaArroket,1728.98,730866.44,9930652.18,4094.740896,35.07440552,-0.626997326,1366.602654
KapoyaArroket,1729,730863.94,9930651.68,4092.191386,35.07438307,-0.627001855,1369.152163
KapoyaArroket,1729,730861.44,9930651.305,4089.663417,35.07436062,-0.627005255,1371.680132
KapoyaArroket,1730,730858.94,9930650.93,4087.135449,35.07433817,-0.627008654,1374.2081
KapoyaArroket,1730.77,730856.44,9930650.43,4084.585939,35.07431572,-0.627013184,1376.75761
KapoyaArroket,1731,730853.94,9930649.93,4082.036429,35.07429326,-0.627017713,1379.30712
KapoyaArroket,1731.145,730851.44,9930649.055,4079.387727,35.07427081,-0.627025633,1381.955823
KapoyaArroket,1732.0092,730848.94,9930648.18,4076.739024,35.07424836,-0.627033554,1384.604525
KapoyaArroket,1733,730846.44,9930646.555,4073.757309,35.07422592,-0.627048255,1387.58624
KapoyaArroket,1734,730843.94,9930644.93,4070.775594,35.07420347,-0.627062956,1390.567955
KapoyaArroket,1734.395,730841.565,9930642.805,4067.588707,35.07418215,-0.627082177,1393.754842
KapoyaArroket,1733.8992,730839.19,9930640.68,4064.40182,35.07416082,-0.627101399,1396.94173
KapoyaArroket,1733.9517,730836.94,9930638.305,4061.130257,35.07414062,-0.62712288,1400.213293
KapoyaArroket,1733.4817,730834.69,9930635.93,4057.858694,35.07412042,-0.627144361,1403.484856
KapoyaArroket,1733.476633,730832.19,9930632.597,4053.692027,35.07409798,-0.627174508,1407.651522
KapoyaArroket,1733,730829.69,9930629.263,4049.52536,35.07407554,-0.627204655,1411.818189
KapoyaArroket,1733.7867,730827.19,9930625.93,4045.358694,35.0740531,-0.627234801,1415.984856
KapoyaArroket,1733,730824.3567,9930622.847,4041.171245,35.07402766,-0.627262689,1420.172304
KapoyaArroket,1733,730821.5233,9930619.763,4036.983797,35.07400223,-0.627290576,1424.359752
KapoyaArroket,1733.3408,730818.69,9930616.68,4032.796349,35.07397679,-0.627318464,1428.5472
KapoyaArroket,1732.605,730816.315,9930614.805,4029.770419,35.07395547,-0.627335425,1431.57313
KapoyaArroket,1733,730813.94,9930612.93,4026.74449,35.07393414,-0.627352386,1434.59906
KapoyaArroket,1733.9692,730811.44,9930611.43,4023.829014,35.07391169,-0.627365957,1437.514535
KapoyaArroket,1734,730808.94,9930609.93,4020.913538,35.07388925,-0.627379528,1440.430011
KapoyaArroket,1734,730806.44,9930608.43,4017.998062,35.0738668,-0.627393099,1443.345487
KapoyaArroket,1734,730803.94,9930606.93,4015.082586,35.07384435,-0.62740667,1446.260963
KapoyaArroket,1734,730801.44,9930605.43,4012.16711,35.0738219,-0.627420241,1449.176439
KapoyaArroket,1734.27,730798.94,9930603.93,4009.251634,35.07379945,-0.627433812,1452.091915
KapoyaArroket,1735,730796.44,9930602.055,4006.126634,35.07377701,-0.627450773,1455.216915
KapoyaArroket,1735.0108,730793.94,9930600.18,4003.001634,35.07375456,-0.627467735,1458.341915
KapoyaArroket,1735.04455,730791.565,9930597.93,3999.730071,35.07373324,-0.627488086,1461.613478
KapoyaArroket,1735.4108,730789.19,9930595.68,3996.458508,35.07371192,-0.627508438,1464.885041
KapoyaArroket,1735.964825,730787.065,9930593.305,3993.271621,35.07369284,-0.627529919,1468.071929
KapoyaArroket,1736.27,730784.94,9930590.93,3990.084734,35.07367376,-0.6275514,1471.258816
KapoyaArroket,1737,730783.315,9930588.43,3987.103018,35.07365918,-0.627574009,1474.240531
KapoyaArroket,1736.2117,730781.69,9930585.93,3984.121303,35.07364459,-0.627596618,1477.222246
KapoyaArroket,1736,730780.815,9930583.43,3981.472601,35.07363674,-0.627619224,1479.870949
KapoyaArroket,1736.1242,730779.94,9930580.93,3978.823898,35.07362889,-0.627641831,1482.519651
KapoyaArroket,1736.29,730779.69,9930578.43,3976.311429,35.07362665,-0.627664435,1485.03212
KapoyaArroket,1736.04,730779.44,9930575.93,3973.79896,35.07362442,-0.627687039,1487.544589
KapoyaArroket,1737,730779.565,9930573.43,3971.295837,35.07362555,-0.627709642,1490.047712
KapoyaArroket,1737,730779.69,9930570.93,3968.792714,35.07362668,-0.627732245,1492.550835
KapoyaArroket,1737,730780.7525,9930567.18,3964.895099,35.07363624,-0.627766146,1496.44845
KapoyaArroket,1737,730781.815,9930563.43,3960.997483,35.07364579,-0.627800048,1500.346066
KapoyaArroket,1737,730782.8775,9930559.68,3957.099868,35.07365535,-0.627833949,1504.243681
KapoyaArroket,1738,730783.94,9930555.93,3953.202253,35.0736649,-0.62786785,1508.141297
KapoyaArroket,1738,730783.44,9930553.43,3950.652743,35.07366042,-0.627890455,1510.690807
KapoyaArroket,1738.46,730782.94,9930550.93,3948.103233,35.07365594,-0.62791306,1513.240316
KapoyaArroket,1739,730780.94,9930548.43,3944.901671,35.07363799,-0.627935671,1516.441878
KapoyaArroket,1739,730778.94,9930545.93,3941.700109,35.07362003,-0.627958281,1519.643441
KapoyaArroket,1739,730776.44,9930543.93,3938.498547,35.07359759,-0.627976373,1522.845003
KapoyaArroket,1739,730773.94,9930541.93,3935.296985,35.07357514,-0.627994465,1526.046565
KapoyaArroket,1739,730770.6067,9930541.097,3931.861063,35.07354521,-0.628002011,1529.482486
KapoyaArroket,1739,730767.2733,9930540.263,3928.425142,35.07351527,-0.628009557,1532.918407
KapoyaArroket,1739,730763.94,9930539.43,3924.989221,35.07348534,-0.628017104,1536.354329
KapoyaArroket,1739,730759.94,9930537.18,3920.399831,35.07344942,-0.628037461,1540.943719
KapoyaArroket,1739,730755.94,9930534.93,3915.810441,35.0734135,-0.628057819,1545.533109
KapoyaArroket,1740,730751.94,9930532.68,3911.221051,35.07337758,-0.628078176,1550.122499
KapoyaArroket,1740,730747.94,9930530.43,3906.631661,35.07334167,-0.628098533,1554.711889
KapoyaArroket,1740,730743.94,9930528.18,3902.042271,35.07330575,-0.628118891,1559.301278
KapoyaArroket,1740,730740.19,9930526.805,3898.048134,35.07327207,-0.628131336,1563.295415
KapoyaArroket,1740,730736.44,9930525.43,3894.053998,35.0732384,-0.628143781,1567.289551
KapoyaArroket,1739.855,730732.69,9930524.055,3890.059862,35.07320472,-0.628156227,1571.283687
KapoyaArroket,1739,730728.94,9930522.68,3886.065726,35.07317105,-0.628168672,1575.277824
KapoyaArroket,1739,730725.6067,9930522.097,3882.681735,35.07314111,-0.628173958,1578.661814
KapoyaArroket,1739,730722.2733,9930521.513,3879.297745,35.07311118,-0.628179244,1582.045804
KapoyaArroket,1739,730718.94,9930520.93,3875.913755,35.07308124,-0.62818453,1585.429794
KapoyaArroket,1739,730715.6067,9930520.347,3872.529765,35.07305131,-0.628189816,1588.813784
KapoyaArroket,1739,730712.2733,9930519.763,3869.145775,35.07302137,-0.628195102,1592.197774
KapoyaArroket,1739,730708.94,9930519.18,3865.761785,35.07299143,-0.628200388,1595.581764
KapoyaArroket,1739,730705.19,9930518.242,3861.896373,35.07295776,-0.628208878,1599.447176
KapoyaArroket,1739,730701.44,9930517.305,3858.030962,35.07292408,-0.628217368,1603.312587
KapoyaArroket,1739,730697.69,9930516.368,3854.16555,35.0728904,-0.628225857,1607.177999
KapoyaArroket,1739.77,730693.94,9930515.43,3850.300139,35.07285673,-0.628234347,1611.04341
KapoyaArroket,1739,730690.19,9930514.492,3846.434727,35.07282305,-0.628242837,1614.908822
KapoyaArroket,1739.645,730686.44,9930513.555,3842.569316,35.07278937,-0.628251327,1618.774233
KapoyaArroket,1740,730682.69,9930512.617,3838.703904,35.0727557,-0.628259816,1622.639645
KapoyaArroket,1740,730678.94,9930511.68,3834.838493,35.07272202,-0.628268306,1626.505057
KapoyaArroket,1740,730674.94,9930511.38,3830.827259,35.0726861,-0.628271033,1630.516291
KapoyaArroket,1740,730670.94,9930511.08,3826.816024,35.07265017,-0.628273759,1634.527525
KapoyaArroket,1740,730666.94,9930510.78,3822.80479,35.07261425,-0.628276486,1638.538759
KapoyaArroket,1739.1288,730662.94,9930510.48,3818.793556,35.07257832,-0.628279213,1642.549993
KapoyaArroket,1739.5492,730658.94,9930510.18,3814.782322,35.0725424,-0.62828194,1646.561228
KapoyaArroket,1740,730655.19,9930509.305,3810.931591,35.07250872,-0.628289864,1650.411958
KapoyaArroket,1740,730651.44,9930508.43,3807.080861,35.07247504,-0.628297789,1654.262689
KapoyaArroket,1740.45795,730647.69,9930507.555,3803.23013,35.07244137,-0.628305714,1658.113419
KapoyaArroket,1740,730643.94,9930506.68,3799.3794,35.07240769,-0.628313638,1661.964149
KapoyaArroket,1740,730640.19,9930506.43,3795.621076,35.07237401,-0.628315912,1665.722474
KapoyaArroket,1740,730636.44,9930506.18,3791.862752,35.07234033,-0.628318186,1669.480798
KapoyaArroket,1740,730632.69,9930505.93,3788.104428,35.07230665,-0.62832046,1673.239122
KapoyaArroket,1740,730628.94,9930505.68,3784.346104,35.07227297,-0.628322733,1676.997446
KapoyaArroket,1741,730625.6067,9930505.18,3780.975479,35.07224304,-0.628327266,1680.368071
KapoyaArroket,1740.48,730622.2733,9930504.68,3777.604854,35.0722131,-0.628331799,1683.738695
KapoyaArroket,1740.98,730618.94,9930504.18,3774.234229,35.07218316,-0.628336331,1687.10932
KapoyaArroket,1741.008925,730615.19,9930503.242,3770.368818,35.07214949,-0.628344821,1690.974732
KapoyaArroket,1741,730611.44,9930502.305,3766.503406,35.07211581,-0.628353311,1694.840143
KapoyaArroket,1741.118925,730607.69,9930501.367,3762.637995,35.07208213,-0.6283618,1698.705555
KapoyaArroket,1741,730603.94,9930500.43,3758.772583,35.07204846,-0.62837029,1702.570966
KapoyaArroket,1741.23,730599.94,9930499.43,3754.649478,35.07201254,-0.628379346,1706.694072
KapoyaArroket,1741.5842,730595.94,9930498.43,3750.526372,35.07197661,-0.628388402,1710.817177
KapoyaArroket,1742,730591.94,9930497.43,3746.403266,35.07194069,-0.628397457,1714.940283
KapoyaArroket,1742,730587.94,9930496.43,3742.280161,35.07190477,-0.628406513,1719.063389
KapoyaArroket,1741,730583.94,9930495.43,3738.157055,35.07186885,-0.628415569,1723.186494
KapoyaArroket,1741,730581.44,9930494.805,3735.580114,35.0718464,-0.628421228,1725.763435
KapoyaArroket,1741,730578.94,9930494.18,3733.003173,35.07182395,-0.628426888,1728.340376
KapoyaArroket,1741,730576.44,9930493.43,3730.393096,35.07180149,-0.628433678,1730.950453
KapoyaArroket,1741.2392,730573.94,9930492.68,3727.78302,35.07177904,-0.628440468,1733.56053
KapoyaArroket,1742,730571.44,9930492.18,3725.23351,35.07175659,-0.628444998,1736.110039
KapoyaArroket,1742,730568.94,9930491.68,3722.684,35.07173414,-0.628449528,1738.659549
KapoyaArroket,1742,730565.6067,9930491.43,3719.341305,35.0717042,-0.6284518,1742.002244
KapoyaArroket,1743,730562.2733,9930491.18,3715.99861,35.07167427,-0.628454072,1745.344939
KapoyaArroket,1743,730558.94,9930490.93,3712.655915,35.07164433,-0.628456344,1748.687635
KapoyaArroket,1743,730556.44,9930490.43,3710.106405,35.07162188,-0.628460874,1751.237144
KapoyaArroket,1742.1458,730553.94,9930489.93,3707.556895,35.07159943,-0.628465404,1753.786654
KapoyaArroket,1742.0108,730551.44,9930487.93,3704.355333,35.07157698,-0.628483495,1756.988216
KapoyaArroket,1742.1458,730548.94,9930485.93,3701.153771,35.07155453,-0.628501587,1760.189778
KapoyaArroket,1742,730546.44,9930485.43,3698.604261,35.07153208,-0.628506117,1762.739288
KapoyaArroket,1742.46,730543.94,9930484.93,3696.054751,35.07150963,-0.628510646,1765.288798
KapoyaArroket,1742.23,730540.6067,9930482.43,3691.888085,35.0714797,-0.628533262,1769.455465
KapoyaArroket,1742,730537.2733,9930479.93,3687.721418,35.07144977,-0.628555877,1773.622131
KapoyaArroket,1742,730533.94,9930477.43,3683.554751,35.07141984,-0.628578492,1777.788798
KapoyaArroket,1742.02,730531.44,9930476.18,3680.759666,35.07139739,-0.628589803,1780.583883
KapoyaArroket,1743,730528.94,9930474.93,3677.964582,35.07137495,-0.628601114,1783.378968
KapoyaArroket,1744,730526.44,9930472.93,3674.763019,35.0713525,-0.628619205,1786.58053
KapoyaArroket,1744.1458,730523.94,9930470.93,3671.561457,35.07133005,-0.628637297,1789.782092
KapoyaArroket,1744.9908,730521.44,9930468.43,3668.025923,35.07130761,-0.628659909,1793.317626
KapoyaArroket,1744,730518.94,9930465.93,3664.490389,35.07128516,-0.628682522,1796.85316
KapoyaArroket,1744,730518.44,9930463.43,3661.94088,35.07128068,-0.628705127,1799.40267
KapoyaArroket,1744,730517.94,9930460.93,3659.39137,35.0712762,-0.628727732,1801.952179
KapoyaArroket,1743.7484,730516.44,9930458.43,3656.475894,35.07126274,-0.628750341,1804.867655
KapoyaArroket,1744,730514.94,9930455.93,3653.560418,35.07124927,-0.62877295,1807.783131
KapoyaArroket,1744,730514.69,9930453.43,3651.047949,35.07124704,-0.628795554,1810.2956
KapoyaArroket,1745,730514.44,9930450.93,3648.53548,35.0712448,-0.628818158,1812.808069
KapoyaArroket,1745,730514.315,9930448.43,3646.032357,35.07124369,-0.628840762,1815.311192
KapoyaArroket,1744.21,730514.19,9930445.93,3643.529234,35.07124257,-0.628863366,1817.814315
KapoyaArroket,1744.41,730513.99,9930441.93,3639.524237,35.07124079,-0.628899532,1821.819312
KapoyaArroket,1745,730513.79,9930437.93,3635.51924,35.07123901,-0.628935698,1825.824309
KapoyaArroket,1745,730513.59,9930433.93,3631.514244,35.07123723,-0.628971864,1829.829306
KapoyaArroket,1745,730513.39,9930429.93,3627.509247,35.07123545,-0.62900803,1833.834303
KapoyaArroket,1745,730513.19,9930425.93,3623.50425,35.07123366,-0.629044196,1837.8393
KapoyaArroket,1745,730512.0233,9930422.597,3619.972646,35.0712232,-0.629074338,1841.370903
KapoyaArroket,1744.543333,730510.8567,9930419.263,3616.441043,35.07121273,-0.62910448,1844.902506
KapoyaArroket,1745,730509.69,9930415.93,3612.90944,35.07120226,-0.629134623,1848.43411
KapoyaArroket,1745.876667,730507.5233,9930412.597,3608.93382,35.07118282,-0.629164768,1852.40973
KapoyaArroket,1745.103922,730505.3567,9930409.263,3604.958199,35.07116337,-0.629194914,1856.38535
KapoyaArroket,1745,730503.19,9930405.93,3600.982579,35.07114392,-0.629225059,1860.36097
KapoyaArroket,1746,730499.9817,9930402.597,3596.356078,35.07111512,-0.629255209,1864.987471
KapoyaArroket,1747.626667,730496.7733,9930399.263,3591.729577,35.07108631,-0.629285358,1869.613973
KapoyaArroket,1748,730493.565,9930395.93,3587.103075,35.07105751,-0.629315507,1874.240474
KapoyaArroket,1746.56,730490.3567,9930392.597,3582.476574,35.07102871,-0.629345657,1878.866975
KapoyaArroket,1745.015939,730487.1483,9930389.263,3577.850073,35.0709999,-0.629375806,1883.493476
KapoyaArroket,1746,730483.94,9930385.93,3573.223572,35.0709711,-0.629405956,1888.119978
KapoyaArroket,1746.2208,730481.44,9930383.43,3569.688038,35.07094866,-0.629428568,1891.655512
KapoyaArroket,1747,730478.94,9930380.93,3566.152504,35.07092621,-0.62945118,1895.191045
KapoyaArroket,1747,730475.6067,9930377.597,3561.438459,35.07089629,-0.62948133,1899.905091
KapoyaArroket,1748,730472.2733,9930374.263,3556.724413,35.07086636,-0.62951148,1904.619136
KapoyaArroket,1748,730468.94,9930370.93,3552.010368,35.07083643,-0.62954163,1909.333181
KapoyaArroket,1748,730467.44,9930368.43,3549.094892,35.07082297,-0.629564239,1912.248657
KapoyaArroket,1747,730465.94,9930365.93,3546.179416,35.07080951,-0.629586847,1915.164133
KapoyaArroket,1747,730465.3567,9930362.597,3542.795426,35.07080428,-0.629616987,1918.548123
KapoyaArroket,1747,730464.7733,9930359.263,3539.411436,35.07079905,-0.629647127,1921.932113
KapoyaArroket,1747,730464.19,9930355.93,3536.027446,35.07079383,-0.629677267,1925.316103
KapoyaArroket,1747.603333,730463.7733,9930352.597,3532.668172,35.0707901,-0.629707406,1928.675377
KapoyaArroket,1748,730463.3567,9930349.263,3529.308898,35.07078636,-0.629737546,1932.034651
KapoyaArroket,1748,730462.94,9930345.93,3525.949624,35.07078263,-0.629767685,1935.393925
KapoyaArroket,1748,730462.065,9930343.555,3523.418567,35.07077478,-0.629789162,1937.924982
KapoyaArroket,1747.21,730461.19,9930341.18,3520.88751,35.07076693,-0.629810638,1940.45604
KapoyaArroket,1747.713925,730459.565,9930339.055,3518.212393,35.07075235,-0.629829857,1943.131156
